No,code,assay_code,assay type,species,ind,trt,spore_type,spore type,leaf,rep,tubes
879,L_RHCA1C_3T,L,leaf disc,RHCA,1,T,C,chlamydo,3,3,2 ml
880,L_RHCA1C_4T,L,leaf disc,RHCA,1,T,C,chlamydo,4,4,2 ml
881,L_RHCA1C_5T,L,leaf disc,RHCA,1,T,C,chlamydo,5,5,2 ml
882,L_RHCA1C_6T,L,leaf disc,RHCA,1,T,C,chlamydo,6,6,2 ml
883,L_RHCA1C_1W,L,leaf disc,RHCA,1,W,C,chlamydo,1,1,2 ml
884,L_RHCA1C_2W,L,leaf disc,RHCA,1,W,C,chlamydo,2,2,2 ml
885,L_RHCA1C_3W,L,leaf disc,RHCA,1,W,C,chlamydo,3,3,2 ml
886,L_RHCA1C_4W,L,leaf disc,RHCA,1,W,C,chlamydo,4,4,2 ml
887,L_RHCA1C_5W,L,leaf disc,RHCA,1,W,C,chlamydo,5,5,2 ml
888,L_RHCA1C_6W,L,leaf disc,RHCA,1,W,C,chlamydo,6,6,2 ml
889,L_RHCA2C_1T,L,leaf disc,RHCA,2,T,C,chlamydo,1,1,2 ml
890,L_RHCA2C_2T,L,leaf disc,RHCA,2,T,C,chlamydo,2,2,2 ml
891,L_RHCA2C_3T,L,leaf disc,RHCA,2,T,C,chlamydo,3,3,2 ml
892,L_RHCA2C_4T,L,leaf disc,RHCA,2,T,C,chlamydo,4,4,2 ml
893,L_RHCA2C_5T,L,leaf disc,RHCA,2,T,C,chlamydo,5,5,2 ml
894,L_RHCA2C_6T,L,leaf disc,RHCA,2,T,C,chlamydo,6,6,2 ml
895,L_RHCA2C_1W,L,leaf disc,RHCA,2,W,C,chlamydo,1,1,2 ml
896,L_RHCA2C_2W,L,leaf disc,RHCA,2,W,C,chlamydo,2,2,2 ml
897,L_RHCA2C_3W,L,leaf disc,RHCA,2,W,C,chlamydo,3,3,2 ml
898,L_RHCA2C_4W,L,leaf disc,RHCA,2,W,C,chlamydo,4,4,2 ml
899,L_RHCA2C_5W,L,leaf disc,RHCA,2,W,C,chlamydo,5,5,2 ml
900,L_RHCA2C_6W,L,leaf disc,RHCA,2,W,C,chlamydo,6,6,2 ml
901,L_RHCA3C_1T,L,leaf disc,RHCA,3,T,C,chlamydo,1,1,2 ml
902,L_RHCA3C_2T,L,leaf disc,RHCA,3,T,C,chlamydo,2,2,2 ml
903,L_RHCA3C_3T,L,leaf disc,RHCA,3,T,C,chlamydo,3,3,2 ml
904,L_RHCA3C_4T,L,leaf disc,RHCA,3,T,C,chlamydo,4,4,2 ml
905,L_RHCA3C_5T,L,leaf disc,RHCA,3,T,C,chlamydo,5,5,2 ml
906,L_RHCA3C_6T,L,leaf disc,RHCA,3,T,C,chlamydo,6,6,2 ml
907,L_RHCA3C_1W,L,leaf disc,RHCA,3,W,C,chlamydo,1,1,2 ml
908,L_RHCA3C_2W,L,leaf disc,RHCA,3,W,C,chlamydo,2,2,2 ml
909,L_RHCA3C_3W,L,leaf disc,RHCA,3,W,C,chlamydo,3,3,2 ml
910,L_RHCA3C_4W,L,leaf disc,RHCA,3,W,C,chlamydo,4,4,2 ml
911,L_RHCA3C_5W,L,leaf disc,RHCA,3,W,C,chlamydo,5,5,2 ml
912,L_RHCA3C_6W,L,leaf disc,RHCA,3,W,C,chlamydo,6,6,2 ml
913,L_TODI1C_1T,L,leaf disc,TODI,1,T,C,chlamydo,1,1,2 ml
914,L_TODI1C_2T,L,leaf disc,TODI,1,T,C,chlamydo,2,2,2 ml
915,L_TODI1C_3T,L,leaf disc,TODI,1,T,C,chlamydo,3,3,2 ml
916,L_TODI1C_4T,L,leaf disc,TODI,1,T,C,chlamydo,4,4,2 ml
917,L_TODI1C_5T,L,leaf disc,TODI,1,T,C,chlamydo,5,5,2 ml
918,L_TODI1C_6T,L,leaf disc,TODI,1,T,C,chlamydo,6,6,2 ml
919,L_TODI1C_1W,L,leaf disc,TODI,1,W,C,chlamydo,1,1,2 ml
920,L_TODI1C_2W,L,leaf disc,TODI,1,W,C,chlamydo,2,2,2 ml
921,L_TODI1C_3W,L,leaf disc,TODI,1,W,C,chlamydo,3,3,2 ml
922,L_TODI1C_4W,L,leaf disc,TODI,1,W,C,chlamydo,4,4,2 ml
923,L_TODI1C_5W,L,leaf disc,TODI,1,W,C,chlamydo,5,5,2 ml
924,L_TODI1C_6W,L,leaf disc,TODI,1,W,C,chlamydo,6,6,2 ml
925,L_TODI2C_1T,L,leaf disc,TODI,2,T,C,chlamydo,1,1,2 ml
926,L_TODI2C_2T,L,leaf disc,TODI,2,T,C,chlamydo,2,2,2 ml
927,L_TODI2C_3T,L,leaf disc,TODI,2,T,C,chlamydo,3,3,2 ml
928,L_TODI2C_4T,L,leaf disc,TODI,2,T,C,chlamydo,4,4,2 ml
929,L_TODI2C_5T,L,leaf disc,TODI,2,T,C,chlamydo,5,5,2 ml
930,L_TODI2C_6T,L,leaf disc,TODI,2,T,C,chlamydo,6,6,2 ml
931,L_TODI2C_1W,L,leaf disc,TODI,2,W,C,chlamydo,1,1,2 ml
932,L_TODI2C_2W,L,leaf disc,TODI,2,W,C,chlamydo,2,2,2 ml
933,L_TODI2C_3W,L,leaf disc,TODI,2,W,C,chlamydo,3,3,2 ml
934,L_TODI2C_4W,L,leaf disc,TODI,2,W,C,chlamydo,4,4,2 ml
935,L_TODI2C_5W,L,leaf disc,TODI,2,W,C,chlamydo,5,5,2 ml
936,L_TODI2C_6W,L,leaf disc,TODI,2,W,C,chlamydo,6,6,2 ml
937,L_TODI3C_1T,L,leaf disc,TODI,3,T,C,chlamydo,1,1,2 ml
938,L_TODI3C_2T,L,leaf disc,TODI,3,T,C,chlamydo,2,2,2 ml
939,L_TODI3C_3T,L,leaf disc,TODI,3,T,C,chlamydo,3,3,2 ml
940,L_TODI3C_4T,L,leaf disc,TODI,3,T,C,chlamydo,4,4,2 ml
941,L_TODI3C_5T,L,leaf disc,TODI,3,T,C,chlamydo,5,5,2 ml
942,L_TODI3C_6T,L,leaf disc,TODI,3,T,C,chlamydo,6,6,2 ml
943,L_TODI3C_1W,L,leaf disc,TODI,3,W,C,chlamydo,1,1,2 ml
944,L_TODI3C_2W,L,leaf disc,TODI,3,W,C,chlamydo,2,2,2 ml
945,L_TODI3C_3W,L,leaf disc,TODI,3,W,C,chlamydo,3,3,2 ml
946,L_TODI3C_4W,L,leaf disc,TODI,3,W,C,chlamydo,4,4,2 ml
947,L_TODI3C_5W,L,leaf disc,TODI,3,W,C,chlamydo,5,5,2 ml
948,L_TODI3C_6W,L,leaf disc,TODI,3,W,C,chlamydo,6,6,2 ml
949,L_UMCA1C_1T,L,leaf disc,UMCA,1,T,C,chlamydo,1,1,2 ml
950,L_UMCA1C_2T,L,leaf disc,UMCA,1,T,C,chlamydo,2,2,2 ml
951,L_UMCA1C_3T,L,leaf disc,UMCA,1,T,C,chlamydo,3,3,2 ml
952,L_UMCA1C_4T,L,leaf disc,UMCA,1,T,C,chlamydo,4,4,2 ml
953,L_UMCA1C_5T,L,leaf disc,UMCA,1,T,C,chlamydo,5,5,2 ml
954,L_UMCA1C_6T,L,leaf disc,UMCA,1,T,C,chlamydo,6,6,2 ml
955,L_UMCA1C_1W,L,leaf disc,UMCA,1,W,C,chlamydo,1,1,2 ml
956,L_UMCA1C_2W,L,leaf disc,UMCA,1,W,C,chlamydo,2,2,2 ml
957,L_UMCA1C_3W,L,leaf disc,UMCA,1,W,C,chlamydo,3,3,2 ml
958,L_UMCA1C_4W,L,leaf disc,UMCA,1,W,C,chlamydo,4,4,2 ml
959,L_UMCA1C_5W,L,leaf disc,UMCA,1,W,C,chlamydo,5,5,2 ml
960,L_UMCA1C_6W,L,leaf disc,UMCA,1,W,C,chlamydo,6,6,2 ml
961,L_UMCA2C_1T,L,leaf disc,UMCA,2,T,C,chlamydo,1,1,2 ml
962,L_UMCA2C_2T,L,leaf disc,UMCA,2,T,C,chlamydo,2,2,2 ml
963,L_UMCA2C_3T,L,leaf disc,UMCA,2,T,C,chlamydo,3,3,2 ml
964,L_UMCA2C_4T,L,leaf disc,UMCA,2,T,C,chlamydo,4,4,2 ml
965,L_UMCA2C_5T,L,leaf disc,UMCA,2,T,C,chlamydo,5,5,2 ml
966,L_UMCA2C_6T,L,leaf disc,UMCA,2,T,C,chlamydo,6,6,2 ml
967,L_UMCA2C_1W,L,leaf disc,UMCA,2,W,C,chlamydo,1,1,2 ml
968,L_UMCA2C_2W,L,leaf disc,UMCA,2,W,C,chlamydo,2,2,2 ml
969,L_UMCA2C_3W,L,leaf disc,UMCA,2,W,C,chlamydo,3,3,2 ml
970,L_UMCA2C_4W,L,leaf disc,UMCA,2,W,C,chlamydo,4,4,2 ml
971,L_UMCA2C_5W,L,leaf disc,UMCA,2,W,C,chlamydo,5,5,2 ml
972,L_UMCA2C_6W,L,leaf disc,UMCA,2,W,C,chlamydo,6,6,2 ml
973,L_UMCA3C_1T,L,leaf disc,UMCA,3,T,C,chlamydo,1,1,2 ml
974,L_UMCA3C_2T,L,leaf disc,UMCA,3,T,C,chlamydo,2,2,2 ml
975,L_UMCA3C_3T,L,leaf disc,UMCA,3,T,C,chlamydo,3,3,2 ml
976,L_UMCA3C_4T,L,leaf disc,UMCA,3,T,C,chlamydo,4,4,2 ml
977,L_UMCA3C_5T,L,leaf disc,UMCA,3,T,C,chlamydo,5,5,2 ml
978,L_UMCA3C_6T,L,leaf disc,UMCA,3,T,C,chlamydo,6,6,2 ml
979,L_UMCA3C_1W,L,leaf disc,UMCA,3,W,C,chlamydo,1,1,2 ml
980,L_UMCA3C_2W,L,leaf disc,UMCA,3,W,C,chlamydo,2,2,2 ml
981,L_UMCA3C_3W,L,leaf disc,UMCA,3,W,C,chlamydo,3,3,2 ml
982,L_UMCA3C_4W,L,leaf disc,UMCA,3,W,C,chlamydo,4,4,2 ml
983,L_UMCA3C_5W,L,leaf disc,UMCA,3,W,C,chlamydo,5,5,2 ml
984,L_UMCA3C_6W,L,leaf disc,UMCA,3,W,C,chlamydo,6,6,2 ml
985,L_VAOV1C_1T,L,leaf disc,VAOV,1,T,C,chlamydo,1,1,2 ml
986,L_VAOV1C_2T,L,leaf disc,VAOV,1,T,C,chlamydo,2,2,2 ml
987,L_VAOV1C_3T,L,leaf disc,VAOV,1,T,C,chlamydo,3,3,2 ml
988,L_VAOV1C_4T,L,leaf disc,VAOV,1,T,C,chlamydo,4,4,2 ml
989,L_VAOV1C_5T,L,leaf disc,VAOV,1,T,C,chlamydo,5,5,2 ml
990,L_VAOV1C_6T,L,leaf disc,VAOV,1,T,C,chlamydo,6,6,2 ml
991,L_VAOV1C_1W,L,leaf disc,VAOV,1,W,C,chlamydo,7,1,2 ml
992,L_VAOV1C_2W,L,leaf disc,VAOV,1,W,C,chlamydo,8,2,2 ml
993,L_VAOV1C_3W,L,leaf disc,VAOV,1,W,C,chlamydo,9,3,2 ml
994,L_VAOV1C_4W,L,leaf disc,VAOV,1,W,C,chlamydo,10,4,2 ml
995,L_VAOV1C_5W,L,leaf disc,VAOV,1,W,C,chlamydo,11,5,2 ml
996,L_VAOV1C_6W,L,leaf disc,VAOV,1,W,C,chlamydo,12,6,2 ml
997,L_VAOV2C_1T,L,leaf disc,VAOV,2,T,C,chlamydo,1,1,2 ml
998,L_VAOV2C_2T,L,leaf disc,VAOV,2,T,C,chlamydo,2,2,2 ml
999,L_VAOV2C_3T,L,leaf disc,VAOV,2,T,C,chlamydo,3,3,2 ml
1000,L_VAOV2C_4T,L,leaf disc,VAOV,2,T,C,chlamydo,4,4,2 ml
1001,L_VAOV2C_5T,L,leaf disc,VAOV,2,T,C,chlamydo,5,5,2 ml
1002,L_VAOV2C_6T,L,leaf disc,VAOV,2,T,C,chlamydo,6,6,2 ml
1003,L_VAOV2C_1W,L,leaf disc,VAOV,2,W,C,chlamydo,7,1,2 ml
1004,L_VAOV2C_2W,L,leaf disc,VAOV,2,W,C,chlamydo,8,2,2 ml
1005,L_VAOV2C_3W,L,leaf disc,VAOV,2,W,C,chlamydo,9,3,2 ml
1006,L_VAOV2C_4W,L,leaf disc,VAOV,2,W,C,chlamydo,10,4,2 ml
1007,L_VAOV2C_5W,L,leaf disc,VAOV,2,W,C,chlamydo,11,5,2 ml
1008,L_VAOV2C_6W,L,leaf disc,VAOV,2,W,C,chlamydo,12,6,2 ml
1009,L_VAOV3C_1T,L,leaf disc,VAOV,3,T,C,chlamydo,1,1,2 ml
1010,L_VAOV3C_2T,L,leaf disc,VAOV,3,T,C,chlamydo,2,2,2 ml
1011,L_VAOV3C_3T,L,leaf disc,VAOV,3,T,C,chlamydo,3,3,2 ml
1012,L_VAOV3C_4T,L,leaf disc,VAOV,3,T,C,chlamydo,4,4,2 ml
1013,L_VAOV3C_5T,L,leaf disc,VAOV,3,T,C,chlamydo,5,5,2 ml
1014,L_VAOV3C_6T,L,leaf disc,VAOV,3,T,C,chlamydo,6,6,2 ml
1015,L_VAOV3C_1W,L,leaf disc,VAOV,3,W,C,chlamydo,7,1,2 ml
1016,L_VAOV3C_2W,L,leaf disc,VAOV,3,W,C,chlamydo,8,2,2 ml
1017,L_VAOV3C_3W,L,leaf disc,VAOV,3,W,C,chlamydo,9,3,2 ml
1018,L_VAOV3C_4W,L,leaf disc,VAOV,3,W,C,chlamydo,10,4,2 ml
1019,L_VAOV3C_5W,L,leaf disc,VAOV,3,W,C,chlamydo,11,5,2 ml
1020,L_VAOV3C_6W,L,leaf disc,VAOV,3,W,C,chlamydo,12,6,2 ml
1021,D_SESE1C_1T,D,detached leaves,SESE,1,T,C,chlamydo,2,1,2 ml
1022,D_SESE1C_2T,D,detached leaves,SESE,1,T,C,chlamydo,4,2,2 ml
1023,D_SESE1C_3T,D,detached leaves,SESE,1,T,C,chlamydo,6,3,2 ml
1024,D_SESE1C_4T,D,detached leaves,SESE,1,T,C,chlamydo,8,4,2 ml
1025,D_SESE1C_5T,D,detached leaves,SESE,1,T,C,chlamydo,10,5,2 ml
1026,D_SESE1C_6T,D,detached leaves,SESE,1,T,C,chlamydo,12,6,2 ml
1027,D_SESE1C_1W,D,detached leaves,SESE,1,W,C,chlamydo,14,1,2 ml
1028,D_SESE1C_2W,D,detached leaves,SESE,1,W,C,chlamydo,16,2,2 ml
1029,D_SESE1C_3W,D,detached leaves,SESE,1,W,C,chlamydo,18,3,2 ml
1030,D_SESE1C_4W,D,detached leaves,SESE,1,W,C,chlamydo,20,4,2 ml
1031,D_SESE1C_5W,D,detached leaves,SESE,1,W,C,chlamydo,22,5,2 ml
1032,D_SESE1C_6W,D,detached leaves,SESE,1,W,C,chlamydo,24,6,2 ml
1033,D_SESE2C_1T,D,detached leaves,SESE,2,T,C,chlamydo,2,1,2 ml
1034,D_SESE2C_2T,D,detached leaves,SESE,2,T,C,chlamydo,4,2,2 ml
1035,D_SESE2C_3T,D,detached leaves,SESE,2,T,C,chlamydo,6,3,2 ml
1036,D_SESE2C_4T,D,detached leaves,SESE,2,T,C,chlamydo,8,4,2 ml
1037,D_SESE2C_5T,D,detached leaves,SESE,2,T,C,chlamydo,10,5,2 ml
1038,D_SESE2C_6T,D,detached leaves,SESE,2,T,C,chlamydo,12,6,2 ml
1039,D_SESE2C_1W,D,detached leaves,SESE,2,W,C,chlamydo,14,1,2 ml
1040,D_SESE2C_2W,D,detached leaves,SESE,2,W,C,chlamydo,16,2,2 ml
1041,D_SESE2C_3W,D,detached leaves,SESE,2,W,C,chlamydo,18,3,2 ml
1042,D_SESE2C_4W,D,detached leaves,SESE,2,W,C,chlamydo,20,4,2 ml
1043,D_SESE2C_5W,D,detached leaves,SESE,2,W,C,chlamydo,22,5,2 ml
1044,D_SESE2C_6W,D,detached leaves,SESE,2,W,C,chlamydo,24,6,2 ml
1045,D_SESE3C_1T,D,detached leaves,SESE,3,T,C,chlamydo,2,1,2 ml
1046,D_SESE3C_2T,D,detached leaves,SESE,3,T,C,chlamydo,4,2,2 ml
1047,D_SESE3C_3T,D,detached leaves,SESE,3,T,C,chlamydo,6,3,2 ml
1048,D_SESE3C_4T,D,detached leaves,SESE,3,T,C,chlamydo,8,4,2 ml
1049,D_SESE3C_5T,D,detached leaves,SESE,3,T,C,chlamydo,10,5,2 ml
1050,D_SESE3C_6T,D,detached leaves,SESE,3,T,C,chlamydo,12,6,2 ml
1051,D_SESE3C_1W,D,detached leaves,SESE,3,W,C,chlamydo,14,1,2 ml
1052,D_SESE3C_2W,D,detached leaves,SESE,3,W,C,chlamydo,16,2,2 ml
1053,D_SESE3C_3W,D,detached leaves,SESE,3,W,C,chlamydo,18,3,2 ml
1054,D_SESE3C_4W,D,detached leaves,SESE,3,W,C,chlamydo,20,4,2 ml
1055,D_SESE3C_5W,D,detached leaves,SESE,3,W,C,chlamydo,22,5,2 ml
1056,D_SESE3C_6W,D,detached leaves,SESE,3,W,C,chlamydo,24,6,2 ml
1057,D_PSME1C_1T,D,detached leaves,PSME,1,T,C,chlamydo,2,1,2 ml
1058,D_PSME1C_2T,D,detached leaves,PSME,1,T,C,chlamydo,4,2,2 ml
1059,D_PSME1C_3T,D,detached leaves,PSME,1,T,C,chlamydo,6,3,2 ml
1060,D_PSME1C_4T,D,detached leaves,PSME,1,T,C,chlamydo,8,4,2 ml
1061,D_PSME1C_5T,D,detached leaves,PSME,1,T,C,chlamydo,10,5,2 ml
1062,D_PSME1C_6T,D,detached leaves,PSME,1,T,C,chlamydo,12,6,2 ml
1063,D_PSME1C_1W,D,detached leaves,PSME,1,W,C,chlamydo,14,1,2 ml
1064,D_PSME1C_2W,D,detached leaves,PSME,1,W,C,chlamydo,16,2,2 ml
1065,D_PSME1C_3W,D,detached leaves,PSME,1,W,C,chlamydo,18,3,2 ml
1066,D_PSME1C_4W,D,detached leaves,PSME,1,W,C,chlamydo,20,4,2 ml
1067,D_PSME1C_5W,D,detached leaves,PSME,1,W,C,chlamydo,22,5,2 ml
1068,D_PSME1C_6W,D,detached leaves,PSME,1,W,C,chlamydo,24,6,2 ml
1069,D_PSME2C_1T,D,detached leaves,PSME,2,T,C,chlamydo,2,1,2 ml
1070,D_PSME2C_2T,D,detached leaves,PSME,2,T,C,chlamydo,4,2,2 ml
1071,D_PSME2C_3T,D,detached leaves,PSME,2,T,C,chlamydo,6,3,2 ml
1072,D_PSME2C_4T,D,detached leaves,PSME,2,T,C,chlamydo,8,4,2 ml
1073,D_PSME2C_5T,D,detached leaves,PSME,2,T,C,chlamydo,10,5,2 ml
1074,D_PSME2C_6T,D,detached leaves,PSME,2,T,C,chlamydo,12,6,2 ml
1075,D_PSME2C_1W,D,detached leaves,PSME,2,W,C,chlamydo,14,1,2 ml
1076,D_PSME2C_2W,D,detached leaves,PSME,2,W,C,chlamydo,16,2,2 ml
1077,D_PSME2C_3W,D,detached leaves,PSME,2,W,C,chlamydo,18,3,2 ml
1078,D_PSME2C_4W,D,detached leaves,PSME,2,W,C,chlamydo,20,4,2 ml
1079,D_PSME2C_5W,D,detached leaves,PSME,2,W,C,chlamydo,22,5,2 ml
1080,D_PSME2C_6W,D,detached leaves,PSME,2,W,C,chlamydo,24,6,2 ml
1081,D_PSME3C_1T,D,detached leaves,PSME,3,T,C,chlamydo,2,1,2 ml
1082,D_PSME3C_2T,D,detached leaves,PSME,3,T,C,chlamydo,4,2,2 ml
1083,D_PSME3C_3T,D,detached leaves,PSME,3,T,C,chlamydo,6,3,2 ml
1084,D_PSME3C_4T,D,detached leaves,PSME,3,T,C,chlamydo,8,4,2 ml
1085,D_PSME3C_5T,D,detached leaves,PSME,3,T,C,chlamydo,10,5,2 ml
1086,D_PSME3C_6T,D,detached leaves,PSME,3,T,C,chlamydo,12,6,2 ml
1087,D_PSME3C_1W,D,detached leaves,PSME,3,W,C,chlamydo,14,1,2 ml
1088,D_PSME3C_2W,D,detached leaves,PSME,3,W,C,chlamydo,16,2,2 ml
1089,D_PSME3C_3W,D,detached leaves,PSME,3,W,C,chlamydo,18,3,2 ml
1090,D_PSME3C_4W,D,detached leaves,PSME,3,W,C,chlamydo,20,4,2 ml
1091,D_PSME3C_5W,D,detached leaves,PSME,3,W,C,chlamydo,22,5,2 ml
1092,D_PSME3C_6W,D,detached leaves,PSME,3,W,C,chlamydo,24,6,2 ml
1093,D_PIPO1C_1T,D,detached leaves,PIPO,1,T,C,chlamydo,2,1,2 ml
1094,D_PIPO1C_2T,D,detached leaves,PIPO,1,T,C,chlamydo,4,2,2 ml
1095,D_PIPO1C_3T,D,detached leaves,PIPO,1,T,C,chlamydo,6,3,2 ml
1096,D_PIPO1C_4T,D,detached leaves,PIPO,1,T,C,chlamydo,8,4,2 ml
1097,D_PIPO1C_5T,D,detached leaves,PIPO,1,T,C,chlamydo,10,5,2 ml
1098,D_PIPO1C_6T,D,detached leaves,PIPO,1,T,C,chlamydo,12,6,2 ml
1099,D_PIPO1C_1W,D,detached leaves,PIPO,1,W,C,chlamydo,14,1,2 ml
1100,D_PIPO1C_2W,D,detached leaves,PIPO,1,W,C,chlamydo,16,2,2 ml
1101,D_PIPO1C_3W,D,detached leaves,PIPO,1,W,C,chlamydo,18,3,2 ml
1102,D_PIPO1C_4W,D,detached leaves,PIPO,1,W,C,chlamydo,20,4,2 ml
1103,D_PIPO1C_5W,D,detached leaves,PIPO,1,W,C,chlamydo,22,5,2 ml
1104,D_PIPO1C_6W,D,detached leaves,PIPO,1,W,C,chlamydo,24,6,2 ml
1105,D_PIPO2C_1T,D,detached leaves,PIPO,2,T,C,chlamydo,2,1,2 ml
1106,D_PIPO2C_2T,D,detached leaves,PIPO,2,T,C,chlamydo,4,2,2 ml
1107,D_PIPO2C_3T,D,detached leaves,PIPO,2,T,C,chlamydo,6,3,2 ml
1108,D_PIPO2C_4T,D,detached leaves,PIPO,2,T,C,chlamydo,8,4,2 ml
1109,D_PIPO2C_5T,D,detached leaves,PIPO,2,T,C,chlamydo,10,5,2 ml
1110,D_PIPO2C_6T,D,detached leaves,PIPO,2,T,C,chlamydo,12,6,2 ml
1111,D_PIPO2C_1W,D,detached leaves,PIPO,2,W,C,chlamydo,14,1,2 ml
1112,D_PIPO2C_2W,D,detached leaves,PIPO,2,W,C,chlamydo,16,2,2 ml
1113,D_PIPO2C_3W,D,detached leaves,PIPO,2,W,C,chlamydo,18,3,2 ml
1114,D_PIPO2C_4W,D,detached leaves,PIPO,2,W,C,chlamydo,20,4,2 ml
1115,D_PIPO2C_5W,D,detached leaves,PIPO,2,W,C,chlamydo,22,5,2 ml
1116,D_PIPO2C_6W,D,detached leaves,PIPO,2,W,C,chlamydo,24,6,2 ml
1117,D_PIPO3C_1T,D,detached leaves,PIPO,3,T,C,chlamydo,2,1,2 ml
1118,D_PIPO3C_2T,D,detached leaves,PIPO,3,T,C,chlamydo,4,2,2 ml
1119,D_PIPO3C_3T,D,detached leaves,PIPO,3,T,C,chlamydo,6,3,2 ml
1120,D_PIPO3C_4T,D,detached leaves,PIPO,3,T,C,chlamydo,8,4,2 ml
1121,D_PIPO3C_5T,D,detached leaves,PIPO,3,T,C,chlamydo,10,5,2 ml
1122,D_PIPO3C_6T,D,detached leaves,PIPO,3,T,C,chlamydo,12,6,2 ml
1123,D_PIPO3C_1W,D,detached leaves,PIPO,3,W,C,chlamydo,14,1,2 ml
1124,D_PIPO3C_2W,D,detached leaves,PIPO,3,W,C,chlamydo,16,2,2 ml
1125,D_PIPO3C_3W,D,detached leaves,PIPO,3,W,C,chlamydo,18,3,2 ml
1126,D_PIPO3C_4W,D,detached leaves,PIPO,3,W,C,chlamydo,20,4,2 ml
1127,D_PIPO3C_5W,D,detached leaves,PIPO,3,W,C,chlamydo,22,5,2 ml
1128,D_PIPO3C_6W,D,detached leaves,PIPO,3,W,C,chlamydo,24,6,2 ml
1129,D_UMCA1C_1T,D,detached leaves,UMCA,1,T,C,chlamydo,8,1,2 ml
1130,D_UMCA1C_2T,D,detached leaves,UMCA,1,T,C,chlamydo,10,2,2 ml
1131,D_UMCA1C_3T,D,detached leaves,UMCA,1,T,C,chlamydo,12,3,2 ml
1132,D_UMCA1C_4T,D,detached leaves,UMCA,1,T,C,chlamydo,14,4,2 ml
1133,D_UMCA1C_5T,D,detached leaves,UMCA,1,T,C,chlamydo,16,5,2 ml
1134,D_UMCA1C_6T,D,detached leaves,UMCA,1,T,C,chlamydo,18,6,2 ml
1135,D_UMCA1C_1W,D,detached leaves,UMCA,1,W,C,chlamydo,20,1,2 ml
1136,D_UMCA1C_2W,D,detached leaves,UMCA,1,W,C,chlamydo,22,2,2 ml
1137,D_UMCA1C_3W,D,detached leaves,UMCA,1,W,C,chlamydo,24,3,2 ml
1138,D_UMCA1C_4W,D,detached leaves,UMCA,1,W,C,chlamydo,26,4,2 ml
1139,D_UMCA1C_5W,D,detached leaves,UMCA,1,W,C,chlamydo,28,5,2 ml
1140,D_UMCA1C_6W,D,detached leaves,UMCA,1,W,C,chlamydo,30,6,2 ml
1141,D_LIDE1C_1T,D,detached leaves,LIDE,1,T,C,chlamydo,8,1,2 ml
1142,D_LIDE1C_2T,D,detached leaves,LIDE,1,T,C,chlamydo,10,2,2 ml
1143,D_LIDE1C_3T,D,detached leaves,LIDE,1,T,C,chlamydo,12,3,2 ml
1144,D_LIDE1C_4T,D,detached leaves,LIDE,1,T,C,chlamydo,14,4,2 ml
1145,D_LIDE1C_5T,D,detached leaves,LIDE,1,T,C,chlamydo,16,5,2 ml
1146,D_LIDE1C_6T,D,detached leaves,LIDE,1,T,C,chlamydo,18,6,2 ml
1147,D_LIDE1C_1W,D,detached leaves,LIDE,1,W,C,chlamydo,20,1,2 ml
1148,D_LIDE1C_2W,D,detached leaves,LIDE,1,W,C,chlamydo,22,2,2 ml
1149,D_LIDE1C_3W,D,detached leaves,LIDE,1,W,C,chlamydo,24,3,2 ml
1150,D_LIDE1C_4W,D,detached leaves,LIDE,1,W,C,chlamydo,26,4,2 ml
1151,D_LIDE1C_5W,D,detached leaves,LIDE,1,W,C,chlamydo,28,5,2 ml
1152,D_LIDE1C_6W,D,detached leaves,LIDE,1,W,C,chlamydo,30,6,2 ml
