No,code,assay_code,assay type,species,ind,trt,spore_type,spore type,leaf,rep,tubes,notes,total leaf area,lesion area,chlamydo counts,,,date counted chlamydo,sporangia counts,,,,date counted sporangia
627,L_ARME2C_3T,L,leaf disc,ARME,2,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
628,L_ARME2C_4T,L,leaf disc,ARME,2,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
629,L_ARME2C_5T,L,leaf disc,ARME,2,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
630,L_ARME2C_6T,L,leaf disc,ARME,2,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
631,L_ARME2C_1W,L,leaf disc,ARME,2,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
632,L_ARME2C_2W,L,leaf disc,ARME,2,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
633,L_ARME2C_3W,L,leaf disc,ARME,2,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
634,L_ARME2C_4W,L,leaf disc,ARME,2,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
635,L_ARME2C_5W,L,leaf disc,ARME,2,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
636,L_ARME2C_6W,L,leaf disc,ARME,2,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
637,L_ARME3C_1T,L,leaf disc,ARME,3,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
638,L_ARME3C_2T,L,leaf disc,ARME,3,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
639,L_ARME3C_3T,L,leaf disc,ARME,3,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
640,L_ARME3C_4T,L,leaf disc,ARME,3,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
641,L_ARME3C_5T,L,leaf disc,ARME,3,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
642,L_ARME3C_6T,L,leaf disc,ARME,3,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
643,L_ARME3C_1W,L,leaf disc,ARME,3,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
644,L_ARME3C_2W,L,leaf disc,ARME,3,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
645,L_ARME3C_3W,L,leaf disc,ARME,3,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
646,L_ARME3C_4W,L,leaf disc,ARME,3,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
647,L_ARME3C_5W,L,leaf disc,ARME,3,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
648,L_ARME3C_6W,L,leaf disc,ARME,3,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
649,L_CEOL1C_1T,L,leaf disc,CEOL,1,T,C,chlamydo,1,1,2 ml,2 discs cut per leaf. Pairs between S and C. Only 1 ind.,,,,,,,,,,,0
650,L_CEOL1C_2T,L,leaf disc,CEOL,1,T,C,chlamydo,2,2,2 ml,2 discs cut per leaf. Pairs between S and C. Only 1 ind.,,,,,,,,,,,0
651,L_CEOL1C_3T,L,leaf disc,CEOL,1,T,C,chlamydo,3,3,2 ml,2 discs cut per leaf. Pairs between S and C. Only 1 ind.,,,,,,,,,,,0
652,L_CEOL1C_4T,L,leaf disc,CEOL,1,T,C,chlamydo,4,4,2 ml,2 discs cut per leaf. Pairs between S and C. Only 1 ind.,,,,,,,,,,,0
653,L_CEOL1C_5T,L,leaf disc,CEOL,1,T,C,chlamydo,5,5,2 ml,2 discs cut per leaf. Pairs between S and C. Only 1 ind.,,,,,,,,,,,0
654,L_CEOL1C_6T,L,leaf disc,CEOL,1,T,C,chlamydo,6,6,2 ml,2 discs cut per leaf. Pairs between S and C. Only 1 ind.,,,,,,,,,,,0
655,L_CEOL1C_1W,L,leaf disc,CEOL,1,W,C,chlamydo,7,1,2 ml,2 discs cut per leaf. Pairs between S and C. Only 1 ind.,,,,,,,,,,,0
656,L_CEOL1C_2W,L,leaf disc,CEOL,1,W,C,chlamydo,8,2,2 ml,2 discs cut per leaf. Pairs between S and C. Only 1 ind.,,,,,,,,,,,0
657,L_CEOL1C_3W,L,leaf disc,CEOL,1,W,C,chlamydo,9,3,2 ml,2 discs cut per leaf. Pairs between S and C. Only 1 ind.,,,,,,,,,,,0
658,L_CEOL1C_4W,L,leaf disc,CEOL,1,W,C,chlamydo,10,4,2 ml,2 discs cut per leaf. Pairs between S and C. Only 1 ind.,,,,,,,,,,,0
659,L_CEOL1C_5W,L,leaf disc,CEOL,1,W,C,chlamydo,11,5,2 ml,2 discs cut per leaf. Pairs between S and C. Only 1 ind.,,,,,,,,,,,0
660,L_CEOL1C_6W,L,leaf disc,CEOL,1,W,C,chlamydo,12,6,2 ml,2 discs cut per leaf. Pairs between S and C. Only 1 ind.,,,,,,,,,,,0
661,L_HEAR1C_1T,L,leaf disc,HEAR,1,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
662,L_HEAR1C_2T,L,leaf disc,HEAR,1,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
663,L_HEAR1C_3T,L,leaf disc,HEAR,1,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
664,L_HEAR1C_4T,L,leaf disc,HEAR,1,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
665,L_HEAR1C_5T,L,leaf disc,HEAR,1,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
666,L_HEAR1C_6T,L,leaf disc,HEAR,1,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
667,L_HEAR1C_1W,L,leaf disc,HEAR,1,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
668,L_HEAR1C_2W,L,leaf disc,HEAR,1,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
669,L_HEAR1C_3W,L,leaf disc,HEAR,1,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
670,L_HEAR1C_4W,L,leaf disc,HEAR,1,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
671,L_HEAR1C_5W,L,leaf disc,HEAR,1,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
672,L_HEAR1C_6W,L,leaf disc,HEAR,1,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
673,L_HEAR2C_1T,L,leaf disc,HEAR,2,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
674,L_HEAR2C_2T,L,leaf disc,HEAR,2,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
675,L_HEAR2C_3T,L,leaf disc,HEAR,2,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
676,L_HEAR2C_4T,L,leaf disc,HEAR,2,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
677,L_HEAR2C_5T,L,leaf disc,HEAR,2,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
678,L_HEAR2C_6T,L,leaf disc,HEAR,2,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
679,L_HEAR2C_1W,L,leaf disc,HEAR,2,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
680,L_HEAR2C_2W,L,leaf disc,HEAR,2,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
681,L_HEAR2C_3W,L,leaf disc,HEAR,2,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
682,L_HEAR2C_4W,L,leaf disc,HEAR,2,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
683,L_HEAR2C_5W,L,leaf disc,HEAR,2,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
684,L_HEAR2C_6W,L,leaf disc,HEAR,2,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
685,L_HEAR3C_1T,L,leaf disc,HEAR,3,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
686,L_HEAR3C_2T,L,leaf disc,HEAR,3,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
687,L_HEAR3C_3T,L,leaf disc,HEAR,3,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
688,L_HEAR3C_4T,L,leaf disc,HEAR,3,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
689,L_HEAR3C_5T,L,leaf disc,HEAR,3,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
690,L_HEAR3C_6T,L,leaf disc,HEAR,3,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
691,L_HEAR3C_1W,L,leaf disc,HEAR,3,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
692,L_HEAR3C_2W,L,leaf disc,HEAR,3,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
693,L_HEAR3C_3W,L,leaf disc,HEAR,3,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
694,L_HEAR3C_4W,L,leaf disc,HEAR,3,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
695,L_HEAR3C_5W,L,leaf disc,HEAR,3,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
696,L_HEAR3C_6W,L,leaf disc,HEAR,3,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
697,L_LIDE1C_1T,L,leaf disc,LIDE,1,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
698,L_LIDE1C_2T,L,leaf disc,LIDE,1,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
699,L_LIDE1C_3T,L,leaf disc,LIDE,1,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
700,L_LIDE1C_4T,L,leaf disc,LIDE,1,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
701,L_LIDE1C_5T,L,leaf disc,LIDE,1,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
702,L_LIDE1C_6T,L,leaf disc,LIDE,1,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
703,L_LIDE1C_1W,L,leaf disc,LIDE,1,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
704,L_LIDE1C_2W,L,leaf disc,LIDE,1,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
705,L_LIDE1C_3W,L,leaf disc,LIDE,1,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
706,L_LIDE1C_4W,L,leaf disc,LIDE,1,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
707,L_LIDE1C_5W,L,leaf disc,LIDE,1,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
708,L_LIDE1C_6W,L,leaf disc,LIDE,1,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
709,L_LIDE2C_1T,L,leaf disc,LIDE,2,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
710,L_LIDE2C_2T,L,leaf disc,LIDE,2,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
711,L_LIDE2C_3T,L,leaf disc,LIDE,2,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
712,L_LIDE2C_4T,L,leaf disc,LIDE,2,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
713,L_LIDE2C_5T,L,leaf disc,LIDE,2,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
714,L_LIDE2C_6T,L,leaf disc,LIDE,2,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
715,L_LIDE2C_1W,L,leaf disc,LIDE,2,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
716,L_LIDE2C_2W,L,leaf disc,LIDE,2,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
717,L_LIDE2C_3W,L,leaf disc,LIDE,2,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
718,L_LIDE2C_4W,L,leaf disc,LIDE,2,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
719,L_LIDE2C_5W,L,leaf disc,LIDE,2,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
720,L_LIDE2C_6W,L,leaf disc,LIDE,2,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
721,L_LIDE3C_1T,L,leaf disc,LIDE,3,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
722,L_LIDE3C_2T,L,leaf disc,LIDE,3,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
723,L_LIDE3C_3T,L,leaf disc,LIDE,3,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
724,L_LIDE3C_4T,L,leaf disc,LIDE,3,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
725,L_LIDE3C_5T,L,leaf disc,LIDE,3,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
726,L_LIDE3C_6T,L,leaf disc,LIDE,3,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
727,L_LIDE3C_1W,L,leaf disc,LIDE,3,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
728,L_LIDE3C_2W,L,leaf disc,LIDE,3,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
729,L_LIDE3C_3W,L,leaf disc,LIDE,3,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
730,L_LIDE3C_4W,L,leaf disc,LIDE,3,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
731,L_LIDE3C_5W,L,leaf disc,LIDE,3,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
732,L_LIDE3C_6W,L,leaf disc,LIDE,3,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
733,L_QUAG1C_1T,L,leaf disc,QUAG,1,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
734,L_QUAG1C_2T,L,leaf disc,QUAG,1,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
735,L_QUAG1C_3T,L,leaf disc,QUAG,1,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
736,L_QUAG1C_4T,L,leaf disc,QUAG,1,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
737,L_QUAG1C_5T,L,leaf disc,QUAG,1,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
738,L_QUAG1C_6T,L,leaf disc,QUAG,1,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
739,L_QUAG1C_1W,L,leaf disc,QUAG,1,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
740,L_QUAG1C_2W,L,leaf disc,QUAG,1,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
741,L_QUAG1C_3W,L,leaf disc,QUAG,1,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
742,L_QUAG1C_4W,L,leaf disc,QUAG,1,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
743,L_QUAG1C_5W,L,leaf disc,QUAG,1,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
744,L_QUAG1C_6W,L,leaf disc,QUAG,1,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
745,L_QUAG2C_1T,L,leaf disc,QUAG,2,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
746,L_QUAG2C_2T,L,leaf disc,QUAG,2,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
747,L_QUAG2C_3T,L,leaf disc,QUAG,2,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
748,L_QUAG2C_4T,L,leaf disc,QUAG,2,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
749,L_QUAG2C_5T,L,leaf disc,QUAG,2,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
750,L_QUAG2C_6T,L,leaf disc,QUAG,2,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
751,L_QUAG2C_1W,L,leaf disc,QUAG,2,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
752,L_QUAG2C_2W,L,leaf disc,QUAG,2,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
753,L_QUAG2C_3W,L,leaf disc,QUAG,2,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
754,L_QUAG2C_4W,L,leaf disc,QUAG,2,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
755,L_QUAG2C_5W,L,leaf disc,QUAG,2,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
756,L_QUAG2C_6W,L,leaf disc,QUAG,2,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
757,L_QUAG3C_1T,L,leaf disc,QUAG,3,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
758,L_QUAG3C_2T,L,leaf disc,QUAG,3,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
759,L_QUAG3C_3T,L,leaf disc,QUAG,3,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
760,L_QUAG3C_4T,L,leaf disc,QUAG,3,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
761,L_QUAG3C_5T,L,leaf disc,QUAG,3,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
762,L_QUAG3C_6T,L,leaf disc,QUAG,3,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
763,L_QUAG3C_1W,L,leaf disc,QUAG,3,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
764,L_QUAG3C_2W,L,leaf disc,QUAG,3,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
765,L_QUAG3C_3W,L,leaf disc,QUAG,3,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
766,L_QUAG3C_4W,L,leaf disc,QUAG,3,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
767,L_QUAG3C_5W,L,leaf disc,QUAG,3,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
768,L_QUAG3C_6W,L,leaf disc,QUAG,3,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
769,L_QUCH1C_1T,L,leaf disc,QUCH,1,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
770,L_QUCH1C_2T,L,leaf disc,QUCH,1,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
771,L_QUCH1C_3T,L,leaf disc,QUCH,1,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
772,L_QUCH1C_4T,L,leaf disc,QUCH,1,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
773,L_QUCH1C_5T,L,leaf disc,QUCH,1,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
774,L_QUCH1C_6T,L,leaf disc,QUCH,1,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
775,L_QUCH1C_1W,L,leaf disc,QUCH,1,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
776,L_QUCH1C_2W,L,leaf disc,QUCH,1,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
777,L_QUCH1C_3W,L,leaf disc,QUCH,1,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
778,L_QUCH1C_4W,L,leaf disc,QUCH,1,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
779,L_QUCH1C_5W,L,leaf disc,QUCH,1,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
780,L_QUCH1C_6W,L,leaf disc,QUCH,1,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
781,L_QUCH2C_1T,L,leaf disc,QUCH,2,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
782,L_QUCH2C_2T,L,leaf disc,QUCH,2,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
783,L_QUCH2C_3T,L,leaf disc,QUCH,2,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
784,L_QUCH2C_4T,L,leaf disc,QUCH,2,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
785,L_QUCH2C_5T,L,leaf disc,QUCH,2,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
786,L_QUCH2C_6T,L,leaf disc,QUCH,2,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
787,L_QUCH2C_1W,L,leaf disc,QUCH,2,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
788,L_QUCH2C_2W,L,leaf disc,QUCH,2,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
789,L_QUCH2C_3W,L,leaf disc,QUCH,2,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
790,L_QUCH2C_4W,L,leaf disc,QUCH,2,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
791,L_QUCH2C_5W,L,leaf disc,QUCH,2,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
792,L_QUCH2C_6W,L,leaf disc,QUCH,2,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
793,L_QUCH3C_1T,L,leaf disc,QUCH,3,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
794,L_QUCH3C_2T,L,leaf disc,QUCH,3,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
795,L_QUCH3C_3T,L,leaf disc,QUCH,3,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
796,L_QUCH3C_4T,L,leaf disc,QUCH,3,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
797,L_QUCH3C_5T,L,leaf disc,QUCH,3,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
798,L_QUCH3C_6T,L,leaf disc,QUCH,3,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
799,L_QUCH3C_1W,L,leaf disc,QUCH,3,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
800,L_QUCH3C_2W,L,leaf disc,QUCH,3,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
801,L_QUCH3C_3W,L,leaf disc,QUCH,3,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
802,L_QUCH3C_4W,L,leaf disc,QUCH,3,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
803,L_QUCH3C_5W,L,leaf disc,QUCH,3,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
804,L_QUCH3C_6W,L,leaf disc,QUCH,3,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
805,L_QUKE1C_1T,L,leaf disc,QUKE,1,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
806,L_QUKE1C_2T,L,leaf disc,QUKE,1,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
807,L_QUKE1C_3T,L,leaf disc,QUKE,1,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
808,L_QUKE1C_4T,L,leaf disc,QUKE,1,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
809,L_QUKE1C_5T,L,leaf disc,QUKE,1,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
810,L_QUKE1C_6T,L,leaf disc,QUKE,1,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
811,L_QUKE1C_1W,L,leaf disc,QUKE,1,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
812,L_QUKE1C_2W,L,leaf disc,QUKE,1,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
813,L_QUKE1C_3W,L,leaf disc,QUKE,1,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
814,L_QUKE1C_4W,L,leaf disc,QUKE,1,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
815,L_QUKE1C_5W,L,leaf disc,QUKE,1,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
816,L_QUKE1C_6W,L,leaf disc,QUKE,1,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
817,L_QUKE2C_1T,L,leaf disc,QUKE,2,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
818,L_QUKE2C_2T,L,leaf disc,QUKE,2,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
819,L_QUKE2C_3T,L,leaf disc,QUKE,2,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
820,L_QUKE2C_4T,L,leaf disc,QUKE,2,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
821,L_QUKE2C_5T,L,leaf disc,QUKE,2,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
822,L_QUKE2C_6T,L,leaf disc,QUKE,2,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
823,L_QUKE2C_1W,L,leaf disc,QUKE,2,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
824,L_QUKE2C_2W,L,leaf disc,QUKE,2,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
825,L_QUKE2C_3W,L,leaf disc,QUKE,2,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
826,L_QUKE2C_4W,L,leaf disc,QUKE,2,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
827,L_QUKE2C_5W,L,leaf disc,QUKE,2,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
828,L_QUKE2C_6W,L,leaf disc,QUKE,2,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
829,L_QUKE3C_1T,L,leaf disc,QUKE,3,T,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
830,L_QUKE3C_2T,L,leaf disc,QUKE,3,T,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
831,L_QUKE3C_3T,L,leaf disc,QUKE,3,T,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
832,L_QUKE3C_4T,L,leaf disc,QUKE,3,T,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
833,L_QUKE3C_5T,L,leaf disc,QUKE,3,T,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
834,L_QUKE3C_6T,L,leaf disc,QUKE,3,T,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
835,L_QUKE3C_1W,L,leaf disc,QUKE,3,W,C,chlamydo,1,1,2 ml,,,,,,,,,,,,0
836,L_QUKE3C_2W,L,leaf disc,QUKE,3,W,C,chlamydo,2,2,2 ml,,,,,,,,,,,,0
837,L_QUKE3C_3W,L,leaf disc,QUKE,3,W,C,chlamydo,3,3,2 ml,,,,,,,,,,,,0
838,L_QUKE3C_4W,L,leaf disc,QUKE,3,W,C,chlamydo,4,4,2 ml,,,,,,,,,,,,0
839,L_QUKE3C_5W,L,leaf disc,QUKE,3,W,C,chlamydo,5,5,2 ml,,,,,,,,,,,,0
840,L_QUKE3C_6W,L,leaf disc,QUKE,3,W,C,chlamydo,6,6,2 ml,,,,,,,,,,,,0
841,L_QUPA1C_1T,L,leaf disc,QUPA,1,T,C,chlamydo,1,1,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
842,L_QUPA1C_2T,L,leaf disc,QUPA,1,T,C,chlamydo,2,2,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
843,L_QUPA1C_3T,L,leaf disc,QUPA,1,T,C,chlamydo,3,3,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
844,L_QUPA1C_4T,L,leaf disc,QUPA,1,T,C,chlamydo,4,4,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
845,L_QUPA1C_5T,L,leaf disc,QUPA,1,T,C,chlamydo,5,5,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
846,L_QUPA1C_6T,L,leaf disc,QUPA,1,T,C,chlamydo,6,6,2 ml,2 discs cut per leaf. Pairs between S and C.,,,,,,,,,,,0
