No,code,assay,species,ind,trt,spore,leaf,rep,tubes,count.mu,spores_cm2,count.sd,date_counted,water,p.area,manual,remove,notes
583,L_ACMA1C_1W,L,ACMA,1,W,C,1,1,2 ml,0,0,NA,5-Jul,0,2.04E-05,1,,
584,L_ACMA1C_2W,L,ACMA,1,W,C,2,2,2 ml,0,0,NA,12-Jul,0,3.20E-05,1,,
585,L_ACMA1C_3W,L,ACMA,1,W,C,3,3,2 ml,0,0,NA,12-Jul,0,6.64E-05,1,,
586,L_ACMA1C_4W,L,ACMA,1,W,C,4,4,2 ml,0,0,NA,12-Jul,0,1.16E-05,1,,
587,L_ACMA1C_5W,L,ACMA,1,W,C,5,5,2 ml,0,0,NA,12-Jul,0,0,1,,
588,L_ACMA1C_6W,L,ACMA,1,W,C,6,6,2 ml,0,0,NA,12-Jul,0,2.65E-05,1,,
589,L_ACMA2C_1T,L,ACMA,2,T,C,1,1,2 ml,480,39024.39024,NA,5-Jul,0,1,1,,"lesion area appears spread out across entire disc, but faint..."
590,L_ACMA2C_2T,L,ACMA,2,T,C,2,2,2 ml,750,60975.60976,NA,5-Jul,0,0.8404,0,,
591,L_ACMA2C_3T,L,ACMA,2,T,C,3,3,2 ml,1750,142276.4228,NA,5-Jul,0,0.63392,0,,
592,L_ACMA2C_4T,L,ACMA,2,T,C,4,4,2 ml,1700,138211.3821,NA,5-Jul,0,1,1,,
593,L_ACMA2C_5T,L,ACMA,2,T,C,5,5,2 ml,1420,115447.1545,NA,5-Jul,0,1,1,,
594,L_ACMA2C_6T,L,ACMA,2,T,C,6,6,2 ml,1460,118699.187,NA,5-Jul,0,1,1,,
595,L_ACMA2C_1W,L,ACMA,2,W,C,1,1,2 ml,0,0,NA,13-Jul,0,0.001093687,1,,
596,L_ACMA2C_2W,L,ACMA,2,W,C,2,2,2 ml,0,0,NA,13-Jul,0,0,1,,
597,L_ACMA2C_3W,L,ACMA,2,W,C,3,3,2 ml,0,0,NA,13-Jul,0,0,1,,
598,L_ACMA2C_4W,L,ACMA,2,W,C,4,4,2 ml,0,0,NA,13-Jul,0,0,1,,
599,L_ACMA2C_5W,L,ACMA,2,W,C,5,5,2 ml,0,0,NA,13-Jul,0,0,1,,
600,L_ACMA2C_6W,L,ACMA,2,W,C,6,6,2 ml,0,0,NA,13-Jul,0,0,1,,
601,L_ACMA3C_1T,L,ACMA,3,T,C,1,1,2 ml,106.67,8672.357724,NA,5-Jul,0,1,1,,done manually
602,L_ACMA3C_2T,L,ACMA,3,T,C,2,2,2 ml,10,813.0081301,NA,5-Jul,0,1,1,,done manually
603,L_ACMA3C_3T,L,ACMA,3,T,C,3,3,2 ml,340,27642.27642,NA,5-Jul,0,1,1,,done manually
604,L_ACMA3C_4T,L,ACMA,3,T,C,4,4,2 ml,120,9756.097561,NA,5-Jul,0,1,1,,done manually
605,L_ACMA3C_5T,L,ACMA,3,T,C,5,5,2 ml,135,10975.60976,NA,5-Jul,0,1,1,,done manually
606,L_ACMA3C_6T,L,ACMA,3,T,C,6,6,2 ml,35,2845.528455,NA,5-Jul,0,1,1,,done manually
607,L_ACMA3C_1W,L,ACMA,3,W,C,1,1,2 ml,0,0,NA,13-Jul,0,0,1,,
608,L_ACMA3C_2W,L,ACMA,3,W,C,2,2,2 ml,0,0,NA,13-Jul,0,0,1,,
609,L_ACMA3C_3W,L,ACMA,3,W,C,3,3,2 ml,0,0,NA,13-Jul,0,0,1,,
610,L_ACMA3C_4W,L,ACMA,3,W,C,4,4,2 ml,0,0,NA,13-Jul,0,0,1,,
611,L_ACMA3C_5W,L,ACMA,3,W,C,5,5,2 ml,0,0,NA,13-Jul,0,0,1,,
612,L_ACMA3C_6W,L,ACMA,3,W,C,6,6,2 ml,0,0,NA,13-Jul,0,0,1,,
613,L_ARME1C_1T,L,ARME,1,T,C,1,1,2 ml,90,7317.073171,NA,12-Jul,0,0.31665,0,,":) after changing KOH to fresh soln, leaves very easy to see"
614,L_ARME1C_2T,L,ARME,1,T,C,2,2,2 ml,10,813.0081301,NA,12-Jul,0,0.45831,0,,
615,L_ARME1C_3T,L,ARME,1,T,C,3,3,2 ml,36,2926.829268,NA,12-Jul,0,0.64624,0,,
616,L_ARME1C_4T,L,ARME,1,T,C,4,4,2 ml,22,1788.617886,NA,12-Jul,0,0.24177,0,,
617,L_ARME1C_5T,L,ARME,1,T,C,5,5,2 ml,24,1951.219512,NA,12-Jul,0,0.18539,0,,
618,L_ARME1C_6T,L,ARME,1,T,C,6,6,2 ml,97,7886.178862,NA,12-Jul,0,0.57608,0,,
619,L_ARME1C_1W,L,ARME,1,W,C,1,1,2 ml,0,0,NA,12-Jul,0,1.63E-05,1,,
620,L_ARME1C_2W,L,ARME,1,W,C,2,2,2 ml,0,0,NA,12-Jul,0,0,1,,
621,L_ARME1C_3W,L,ARME,1,W,C,3,3,2 ml,NA,#VALUE!,NA,12-Jul,0,NA,1,,ARME1-3W (#621) missingno disc
622,L_ARME1C_4W,L,ARME,1,W,C,4,4,2 ml,0,0,NA,12-Jul,0,2.69E-05,1,,
623,L_ARME1C_5W,L,ARME,1,W,C,5,5,2 ml,0,0,NA,12-Jul,0,6.32E-05,1,,
624,L_ARME1C_6W,L,ARME,1,W,C,6,6,2 ml,0,0,NA,12-Jul,0,3.76E-05,1,,
625,L_ARME2C_1T,L,ARME,2,T,C,1,1,2 ml,80,6504.065041,NA,12-Jul,0,0.72573,0,,"7/12 too dark atm, recounted later, kinda hard to see"
626,L_ARME2C_2T,L,ARME,2,T,C,2,2,2 ml,0,0,NA,12-Jul,0,0.87211,0,,kinda hard to see
627,L_ARME2C_3T,L,ARME,2,T,C,3,3,2 ml,166,13495.93496,NA,12-Jul,0,0.96814,0,,kinda hard to see
628,L_ARME2C_4T,L,ARME,2,T,C,4,4,2 ml,22,1788.617886,NA,12-Jul,0,0.73393,0,,kinda hard to see
629,L_ARME2C_5T,L,ARME,2,T,C,5,5,2 ml,0,0,NA,12-Jul,0,0.60695,0,,kinda hard to see
630,L_ARME2C_6T,L,ARME,2,T,C,6,6,2 ml,89,7235.772358,NA,12-Jul,0,0.8425,0,,"too dark atm, kinda hard to see"
631,L_ARME2C_1W,L,ARME,2,W,C,1,1,2 ml,0,0,NA,16-Jul,0,1.67E-05,1,,too dark atm
632,L_ARME2C_2W,L,ARME,2,W,C,2,2,2 ml,0,0,NA,16-Jul,0,2.09E-05,1,,too dark atm
633,L_ARME2C_3W,L,ARME,2,W,C,3,3,2 ml,0,0,NA,12-Jul,0,1.21E-05,1,,
634,L_ARME2C_4W,L,ARME,2,W,C,4,4,2 ml,0,0,NA,12-Jul,0,5.02E-05,1,,0 under the leica
635,L_ARME2C_5W,L,ARME,2,W,C,5,5,2 ml,0,0,NA,12-Jul,0,1.07E-05,1,,
636,L_ARME2C_6W,L,ARME,2,W,C,6,6,2 ml,0,0,NA,16-Jul,0,0,1,,too dark
637,L_ARME3C_1T,L,ARME,3,T,C,1,1,2 ml,40,3252.03252,NA,16-Jul,0,NA,1,,too darkARME 3 photo missing
638,L_ARME3C_2T,L,ARME,3,T,C,2,2,2 ml,74,6016.260163,NA,16-Jul,0,NA,1,,too darkARME 3 photo missing
639,L_ARME3C_3T,L,ARME,3,T,C,3,3,2 ml,91,7398.373984,NA,16-Jul,0,NA,1,,"ARME3-T1+T4 had drops fall off. T1 has lesions on side, T4 none.too darkARME 3 photo missing"
640,L_ARME3C_4T,L,ARME,3,T,C,4,4,2 ml,0,0,NA,16-Jul,0,NA,1,,too darkARME 3 photo missing
641,L_ARME3C_5T,L,ARME,3,T,C,5,5,2 ml,8,650.4065041,NA,12-Jul,0,NA,1,,ARME 3 photo missing
642,L_ARME3C_6T,L,ARME,3,T,C,6,6,2 ml,0,0,NA,12-Jul,0,NA,1,,"possibly ch, but not confident too darkARME 3 photo missing"
643,L_ARME3C_1W,L,ARME,3,W,C,1,1,2 ml,0,0,NA,16-Jul,0,NA,1,,"possibly ch, but not confident too darkARME 3 photo missing"
644,L_ARME3C_2W,L,ARME,3,W,C,2,2,2 ml,0,0,NA,16-Jul,0,NA,1,,"possibly ch, but not confident too darkARME 3 photo missing"
645,L_ARME3C_3W,L,ARME,3,W,C,3,3,2 ml,0,0,NA,16-Jul,0,NA,1,,"possibly ch, but not confident too darkARME 3 photo missing"
646,L_ARME3C_4W,L,ARME,3,W,C,4,4,2 ml,0,0,NA,16-Jul,0,NA,1,,ARME 3 photo missing
647,L_ARME3C_5W,L,ARME,3,W,C,5,5,2 ml,0,0,NA,12-Jul,0,NA,1,,ARME 3 photo missing
648,L_ARME3C_6W,L,ARME,3,W,C,6,6,2 ml,0,0,NA,12-Jul,0,NA,1,,ARME 3 photo missing
649,L_CEOL1C_1T,L,CEOL,1,T,C,13,1,2 ml,0,0,NA,11-Jul,0,0,1,,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
650,L_CEOL1C_2T,L,CEOL,1,T,C,14,2,2 ml,0,0,NA,11-Jul,0,0,1,,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
651,L_CEOL1C_3T,L,CEOL,1,T,C,15,3,2 ml,0,0,NA,11-Jul,0,0,1,,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
652,L_CEOL1C_4T,L,CEOL,1,T,C,16,4,2 ml,0,0,NA,11-Jul,0,0,1,,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
653,L_CEOL1C_5T,L,CEOL,1,T,C,17,5,2 ml,0,0,NA,11-Jul,0,0,1,,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
654,L_CEOL1C_6T,L,CEOL,1,T,C,18,6,2 ml,0,0,NA,11-Jul,0,0,1,,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
655,L_CEOL1C_1W,L,CEOL,1,W,C,19,1,2 ml,0,0,NA,11-Jul,0,0,1,,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
656,L_CEOL1C_2W,L,CEOL,1,W,C,20,2,2 ml,0,0,NA,11-Jul,0,0,1,,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
657,L_CEOL1C_3W,L,CEOL,1,W,C,21,3,2 ml,0,0,NA,11-Jul,0,0,1,,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
658,L_CEOL1C_4W,L,CEOL,1,W,C,22,4,2 ml,0,0,NA,11-Jul,0,0,1,,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
659,L_CEOL1C_5W,L,CEOL,1,W,C,23,5,2 ml,0,0,NA,11-Jul,0,0,1,,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
660,L_CEOL1C_6W,L,CEOL,1,W,C,24,6,2 ml,0,0,NA,11-Jul,0,0,1,,1 disc cut per leaf. Pairs between S and C. Only 1 ind.
661,L_HEAR1C_1T,L,HEAR,1,T,C,1,1,2 ml,0,0,NA,9-Jul,0,0.00896127,1,,~20 um cell (silvery) present in all the leave of HEARdone manually
662,L_HEAR1C_2T,L,HEAR,1,T,C,2,2,2 ml,0,0,NA,9-Jul,0,0.29437,0,,~20 um cell (silvery) present in all the leave of HEAR
663,L_HEAR1C_3T,L,HEAR,1,T,C,3,3,2 ml,0,0,NA,9-Jul,0,0.002782285,1,,~20 um cell (silvery) present in all the leave of HEARdone manually
664,L_HEAR1C_4T,L,HEAR,1,T,C,4,4,2 ml,0,0,NA,9-Jul,0,1,1,,"~20 um cell (silvery) present in all the leave of HEARdone manually. lesions were light, but def entire leaf area"
665,L_HEAR1C_5T,L,HEAR,1,T,C,5,5,2 ml,0,0,NA,9-Jul,0,0.002765102,1,,"~20 um cell (silvery) present in all the leave of HEARleaf disc not complete oval, done manually"
666,L_HEAR1C_6T,L,HEAR,1,T,C,6,6,2 ml,0,0,NA,9-Jul,0,0.26977,0,,~20 um cell (silvery) present in all the leave of HEAR
667,L_HEAR1C_1W,L,HEAR,1,W,C,1,1,2 ml,0,0,NA,5-Jul,0,0.000238243,1,,~20 um cell (silvery) present in all the leave of HEAR
668,L_HEAR1C_2W,L,HEAR,1,W,C,2,2,2 ml,0,0,NA,9-Jul,0,0,1,,~20 um cell (silvery) present in all the leave of HEAR
669,L_HEAR1C_3W,L,HEAR,1,W,C,3,3,2 ml,0,0,NA,9-Jul,0,8.55E-05,1,,~20 um cell (silvery) present in all the leave of HEAR
670,L_HEAR1C_4W,L,HEAR,1,W,C,4,4,2 ml,0,0,NA,9-Jul,0,0,1,,~20 um cell (silvery) present in all the leave of HEAR
671,L_HEAR1C_5W,L,HEAR,1,W,C,5,5,2 ml,0,0,NA,9-Jul,0,4.37E-05,1,,~20 um cell (silvery) present in all the leave of HEAR
672,L_HEAR1C_6W,L,HEAR,1,W,C,6,6,2 ml,0,0,NA,9-Jul,0,7.94E-05,1,,~20 um cell (silvery) present in all the leave of HEAR
673,L_HEAR2C_1T,L,HEAR,2,T,C,1,1,2 ml,1,81.30081301,NA,9-Jul,0,0.40693,0,,"~20 um cell (silvery) present in all the leave of HEAR, on top of surface like #677"
674,L_HEAR2C_2T,L,HEAR,2,T,C,2,2,2 ml,0,0,NA,9-Jul,0,0.50114,0,,
675,L_HEAR2C_3T,L,HEAR,2,T,C,3,3,2 ml,1,81.30081301,NA,9-Jul,0,0.32189,0,,see #675
676,L_HEAR2C_4T,L,HEAR,2,T,C,4,4,2 ml,0,0,NA,9-Jul,0,0.38263,0,,
677,L_HEAR2C_5T,L,HEAR,2,T,C,5,5,2 ml,1,81.30081301,NA,9-Jul,0,0.32911,0,,not even sure if the one chlamydospore was PR. Hyphae golden brown.
678,L_HEAR2C_6T,L,HEAR,2,T,C,6,6,2 ml,0,0,NA,9-Jul,0,0.26366,0,,
679,L_HEAR2C_1W,L,HEAR,2,W,C,1,1,2 ml,0,0,NA,9-Jul,0,5.29E-05,1,,
680,L_HEAR2C_2W,L,HEAR,2,W,C,2,2,2 ml,0,0,NA,9-Jul,0,3.76E-05,1,,
681,L_HEAR2C_3W,L,HEAR,2,W,C,3,3,2 ml,0,0,NA,9-Jul,0,0,1,,
682,L_HEAR2C_4W,L,HEAR,2,W,C,4,4,2 ml,0,0,NA,9-Jul,0,0,1,,
683,L_HEAR2C_5W,L,HEAR,2,W,C,5,5,2 ml,0,0,NA,9-Jul,0,0,1,,
684,L_HEAR2C_6W,L,HEAR,2,W,C,6,6,2 ml,0,0,NA,9-Jul,0,3.02E-05,1,,
685,L_HEAR3C_1T,L,HEAR,3,T,C,1,1,2 ml,0,0,NA,9-Jul,0,0.00246695,1,,"done manually, shading on ridges of leaf"
686,L_HEAR3C_2T,L,HEAR,3,T,C,2,2,2 ml,0,0,NA,9-Jul,0,0.36221,0,,
687,L_HEAR3C_3T,L,HEAR,3,T,C,3,3,2 ml,0,0,NA,9-Jul,0,0.30331,0,,
688,L_HEAR3C_4T,L,HEAR,3,T,C,4,4,2 ml,0,0,NA,9-Jul,0,0.21383,0,,
689,L_HEAR3C_5T,L,HEAR,3,T,C,5,5,2 ml,0,0,NA,9-Jul,0,0.003416205,1,,done manually
690,L_HEAR3C_6T,L,HEAR,3,T,C,6,6,2 ml,0,0,NA,9-Jul,0,0.5063,0,,
691,L_HEAR3C_1W,L,HEAR,3,W,C,1,1,2 ml,0,0,NA,9-Jul,0,8.68E-05,1,,
692,L_HEAR3C_2W,L,HEAR,3,W,C,2,2,2 ml,0,0,NA,9-Jul,0,0.000174618,1,,
693,L_HEAR3C_3W,L,HEAR,3,W,C,3,3,2 ml,0,0,NA,9-Jul,0,0.000391963,1,,
694,L_HEAR3C_4W,L,HEAR,3,W,C,4,4,2 ml,0,0,NA,9-Jul,0,0.000285613,1,,
695,L_HEAR3C_5W,L,HEAR,3,W,C,5,5,2 ml,0,0,NA,9-Jul,0,0.001963993,1,,dark spots around perimeter = browning? not lesion?
696,L_HEAR3C_6W,L,HEAR,3,W,C,6,6,2 ml,0,0,NA,9-Jul,0,0,1,,
697,L_LIDE1C_1T,L,LIDE,1,T,C,1,1,2 ml,48,3902.439024,NA,5-Jul,0,1,1,,"~ 60% left and hard to see, might remove"
698,L_LIDE1C_2T,L,LIDE,1,T,C,2,2,2 ml,80,6504.065041,NA,5-Jul,0,1,1,,
699,L_LIDE1C_3T,L,LIDE,1,T,C,3,3,2 ml,70,5691.056911,NA,6-Jul,0,0.87971,0,,
700,L_LIDE1C_4T,L,LIDE,1,T,C,4,4,2 ml,120,9756.097561,NA,5-Jul,0,1,1,,
701,L_LIDE1C_5T,L,LIDE,1,T,C,5,5,2 ml,420,34146.34146,NA,5-Jul,0,1,1,,
702,L_LIDE1C_6T,L,LIDE,1,T,C,6,6,2 ml,215,17479.6748,NA,5-Jul,0,1,1,,
703,L_LIDE1C_1W,L,LIDE,1,W,C,1,1,2 ml,0,0,NA,5-Jul,0,0,1,,
704,L_LIDE1C_2W,L,LIDE,1,W,C,2,2,2 ml,0,0,NA,11-Jul,0,0,1,,
705,L_LIDE1C_3W,L,LIDE,1,W,C,3,3,2 ml,0,0,NA,11-Jul,0,0,1,,
706,L_LIDE1C_4W,L,LIDE,1,W,C,4,4,2 ml,0,0,NA,11-Jul,0,3.07E-05,1,,
707,L_LIDE1C_5W,L,LIDE,1,W,C,5,5,2 ml,0,0,NA,11-Jul,0,5.94E-05,1,,
708,L_LIDE1C_6W,L,LIDE,1,W,C,6,6,2 ml,0,0,NA,11-Jul,0,3.07E-05,1,,
709,L_LIDE2C_1T,L,LIDE,2,T,C,1,1,2 ml,23.33,1896.747967,NA,6-Jul,0,0.20406,0,,
710,L_LIDE2C_2T,L,LIDE,2,T,C,2,2,2 ml,63.33,5148.780488,NA,6-Jul,0,0.18733,0,,
711,L_LIDE2C_3T,L,LIDE,2,T,C,3,3,2 ml,14,1138.211382,NA,6-Jul,0,0.30133,0,,
712,L_LIDE2C_4T,L,LIDE,2,T,C,4,4,2 ml,28,2276.422764,NA,6-Jul,0,0.08965,0,,
713,L_LIDE2C_5T,L,LIDE,2,T,C,5,5,2 ml,10,813.0081301,NA,6-Jul,0,0.08066,0,,
714,L_LIDE2C_6T,L,LIDE,2,T,C,6,6,2 ml,24,1951.219512,NA,6-Jul,0,0.33607,0,,
715,L_LIDE2C_1W,L,LIDE,2,W,C,1,1,2 ml,0,0,NA,11-Jul,0,0,1,,
716,L_LIDE2C_2W,L,LIDE,2,W,C,2,2,2 ml,0,0,NA,11-Jul,0,0,1,,
717,L_LIDE2C_3W,L,LIDE,2,W,C,3,3,2 ml,0,0,NA,11-Jul,0,0,1,,
718,L_LIDE2C_4W,L,LIDE,2,W,C,4,4,2 ml,0,0,NA,11-Jul,0,0,1,,
719,L_LIDE2C_5W,L,LIDE,2,W,C,5,5,2 ml,0,0,NA,11-Jul,0,1.67E-05,1,,
720,L_LIDE2C_6W,L,LIDE,2,W,C,6,6,2 ml,0,0,NA,11-Jul,0,8.87E-05,1,,
721,L_LIDE3C_1T,L,LIDE,3,T,C,1,1,2 ml,156,12682.92683,NA,6-Jul,0,0.3031,0,,
722,L_LIDE3C_2T,L,LIDE,3,T,C,2,2,2 ml,358,29105.69106,NA,6-Jul,0,0.93433,0,,
723,L_LIDE3C_3T,L,LIDE,3,T,C,3,3,2 ml,1200,97560.97561,NA,6-Jul,0,0.97529,0,,count again
724,L_LIDE3C_4T,L,LIDE,3,T,C,4,4,2 ml,570,46341.46341,NA,6-Jul,0,0.92756,0,,
725,L_LIDE3C_5T,L,LIDE,3,T,C,5,5,2 ml,640,52032.52033,NA,6-Jul,0,1,1,,"done manually, but lesions def covered entire leaf area"
726,L_LIDE3C_6T,L,LIDE,3,T,C,6,6,2 ml,600,48780.4878,NA,6-Jul,0,1,1,,"done manually, but lesions def covered entire leaf area"
727,L_LIDE3C_1W,L,LIDE,3,W,C,1,1,2 ml,0,0,NA,6-Jul,0,6.41E-05,1,,
728,L_LIDE3C_2W,L,LIDE,3,W,C,2,2,2 ml,0,0,NA,6-Jul,0,0,1,,
729,L_LIDE3C_3W,L,LIDE,3,W,C,3,3,2 ml,0,0,NA,6-Jul,0,0.000118425,1,,
730,L_LIDE3C_4W,L,LIDE,3,W,C,4,4,2 ml,0,0,NA,6-Jul,0,5.43E-05,1,,
731,L_LIDE3C_5W,L,LIDE,3,W,C,5,5,2 ml,0,0,NA,6-Jul,0,0,1,,
732,L_LIDE3C_6W,L,LIDE,3,W,C,6,6,2 ml,0,0,NA,6-Jul,0,0,1,,
733,L_QUAG1C_1T,L,QUAG,1,T,C,1,1,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,"leaves still too thic had to wait extra time for leaves to dissolve, waited and will probably throw out the sample b/c the chlamydospores dissolved in the KOH"
734,L_QUAG1C_2T,L,QUAG,1,T,C,2,2,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,"leaves still too thic had to wait extra time for leaves to dissolve, waited and will probably throw out the sample b/c the chlamydospores dissolved in the KOH"
735,L_QUAG1C_3T,L,QUAG,1,T,C,3,3,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,"leaves still too thic had to wait extra time for leaves to dissolve, waited and will probably throw out the sample b/c the chlamydospores dissolved in the KOH"
736,L_QUAG1C_4T,L,QUAG,1,T,C,4,4,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,"leaves still too thic had to wait extra time for leaves to dissolve, waited and will probably throw out the sample b/c the chlamydospores dissolved in the KOH"
737,L_QUAG1C_5T,L,QUAG,1,T,C,5,5,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,"leaves still too thic had to wait extra time for leaves to dissolve, waited and will probably throw out the sample b/c the chlamydospores dissolved in the KOH"
738,L_QUAG1C_6T,L,QUAG,1,T,C,6,6,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,"leaves still too thic had to wait extra time for leaves to dissolve, waited and will probably throw out the sample b/c the chlamydospores dissolved in the KOH"
739,L_QUAG1C_1W,L,QUAG,1,W,C,1,1,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,"leaves still too thic had to wait extra time for leaves to dissolve, waited and will probably throw out the sample b/c the chlamydospores dissolved in the KOH"
740,L_QUAG1C_2W,L,QUAG,1,W,C,2,2,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,"leaves still too thic had to wait extra time for leaves to dissolve, waited and will probably throw out the sample b/c the chlamydospores dissolved in the KOH"
741,L_QUAG1C_3W,L,QUAG,1,W,C,3,3,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,"leaves still too thic had to wait extra time for leaves to dissolve, waited and will probably throw out the sample b/c the chlamydospores dissolved in the KOH"
742,L_QUAG1C_4W,L,QUAG,1,W,C,4,4,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,"leaves still too thic had to wait extra time for leaves to dissolve, waited and will probably throw out the sample b/c the chlamydospores dissolved in the KOH"
743,L_QUAG1C_5W,L,QUAG,1,W,C,5,5,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,"leaves still too thic had to wait extra time for leaves to dissolve, waited and will probably throw out the sample b/c the chlamydospores dissolved in the KOH"
744,L_QUAG1C_6W,L,QUAG,1,W,C,6,6,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,"leaves still too thic had to wait extra time for leaves to dissolve, waited and will probably throw out the sample b/c the chlamydospores dissolved in the KOH"
745,L_QUAG2C_1T,L,QUAG,2,T,C,1,1,2 ml,NA,#VALUE!,NA,13-Jul,0,0.16606,0,,"used another glass slide as cover slip b/c leaves still v. stiff, worked well"
746,L_QUAG2C_2T,L,QUAG,2,T,C,2,2,2 ml,NA,#VALUE!,NA,13-Jul,0,1,1,,entire leaf area covered
747,L_QUAG2C_3T,L,QUAG,2,T,C,3,3,2 ml,NA,#VALUE!,NA,13-Jul,0,0.12961,0,,
748,L_QUAG2C_4T,L,QUAG,2,T,C,4,4,2 ml,NA,#VALUE!,NA,13-Jul,0,0.11102,0,,
749,L_QUAG2C_5T,L,QUAG,2,T,C,5,5,2 ml,NA,#VALUE!,NA,13-Jul,0,0.40941,0,,
750,L_QUAG2C_6T,L,QUAG,2,T,C,6,6,2 ml,NA,#VALUE!,NA,13-Jul,0,0.22193,0,,
751,L_QUAG2C_1W,L,QUAG,2,W,C,1,1,2 ml,NA,#VALUE!,NA,13-Jul,0,0,1,,
752,L_QUAG2C_2W,L,QUAG,2,W,C,2,2,2 ml,NA,#VALUE!,NA,13-Jul,0,1,1,,
753,L_QUAG2C_3W,L,QUAG,2,W,C,3,3,2 ml,NA,#VALUE!,NA,13-Jul,0,0,1,,
754,L_QUAG2C_4W,L,QUAG,2,W,C,4,4,2 ml,NA,#VALUE!,NA,13-Jul,0,0,1,,
755,L_QUAG2C_5W,L,QUAG,2,W,C,5,5,2 ml,NA,#VALUE!,NA,13-Jul,0,0.008655223,1,,
756,L_QUAG2C_6W,L,QUAG,2,W,C,6,6,2 ml,NA,#VALUE!,NA,13-Jul,0,0.002729806,1,,
757,L_QUAG3C_1T,L,QUAG,3,T,C,1,1,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,"too dark, didn't see any chlamydospore when scanning but too dark to tell"
758,L_QUAG3C_2T,L,QUAG,3,T,C,2,2,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,"too dark, didn't see any chlamydospore when scanning but too dark to tell"
759,L_QUAG3C_3T,L,QUAG,3,T,C,3,3,2 ml,NA,#VALUE!,NA,9-Aug,0,0.11393,0,,"scanned it, definitely has chlamydospores"
760,L_QUAG3C_4T,L,QUAG,3,T,C,4,4,2 ml,NA,#VALUE!,NA,9-Aug,0,0.08092,0,,too dark
761,L_QUAG3C_5T,L,QUAG,3,T,C,5,5,2 ml,NA,#VALUE!,NA,9-Aug,0,0.12488,0,,"too dark, has chlamydospores but deep in still opaque tissue, not sure what to do"
762,L_QUAG3C_6T,L,QUAG,3,T,C,6,6,2 ml,NA,#VALUE!,NA,9-Aug,0,0.02345,0,,too dark
763,L_QUAG3C_1W,L,QUAG,3,W,C,1,1,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,too dark
764,L_QUAG3C_2W,L,QUAG,3,W,C,2,2,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,too dark
765,L_QUAG3C_3W,L,QUAG,3,W,C,3,3,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,too dark
766,L_QUAG3C_4W,L,QUAG,3,W,C,4,4,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,too dark
767,L_QUAG3C_5W,L,QUAG,3,W,C,5,5,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,too dark
768,L_QUAG3C_6W,L,QUAG,3,W,C,6,6,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,too dark
769,L_QUCH1C_1T,L,QUCH,1,T,C,1,1,2 ml,NA,#VALUE!,NA,9-Aug,0,0.000978049,1,,too dark + thick to count. v. similar to QUAG. Weird dark cells similar to chlamydospores but can't tell
770,L_QUCH1C_2T,L,QUCH,1,T,C,2,2,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,too dark
771,L_QUCH1C_3T,L,QUCH,1,T,C,3,3,2 ml,NA,#VALUE!,NA,9-Aug,0,9.57E-05,1,,too dark
772,L_QUCH1C_4T,L,QUCH,1,T,C,4,4,2 ml,NA,#VALUE!,NA,9-Aug,0,8.64E-05,1,,too dark
773,L_QUCH1C_5T,L,QUCH,1,T,C,5,5,2 ml,NA,#VALUE!,NA,9-Aug,0,0,1,,too dark
774,L_QUCH1C_6T,L,QUCH,1,T,C,6,6,2 ml,NA,#VALUE!,NA,9-Aug,0,0.00017694,1,,too dark
775,L_QUCH1C_1W,L,QUCH,1,W,C,7,1,2 ml,NA,#VALUE!,NA,9-Aug,0,0.000116103,1,,too dark
776,L_QUCH1C_2W,L,QUCH,1,W,C,8,2,2 ml,NA,#VALUE!,NA,9-Aug,0,0.000102635,1,,
